order_item_id,order_id,product_id,quantity,unit_price,discount_pct,line_total
123,71,8,1,38096,0.05,36191.2
124,71,77,2,3321,0.0,6642.0
125,72,40,1,1769,0.1,1592.1
126,72,18,2,4367,0.0,8734.0
127,73,80,1,461,0.15,391.85
128,74,32,1,1197,0.0,1197.0
129,75,81,1,413,0.1,371.7
130,76,46,2,5521,0.0,11042.0
131,77,63,1,205,0.1,184.5
132,77,82,1,541,0.2,432.8
133,78,53,3,559,0.0,1677.0
134,78,62,1,291,0.25,218.25
135,78,23,2,2839,0.0,5678.0
136,78,36,1,1992,0.2,1593.6
137,79,50,1,798,0.05,758.1
138,80,10,1,38149,0.2,30519.2
139,81,55,3,979,0.05,2790.15
140,81,79,1,995,0.2,796.0
141,81,64,1,302,0.0,302.0
142,82,22,1,1944,0.1,1749.6
143,83,80,1,461,0.1,414.9
144,83,18,1,4367,0.05,4148.65
145,83,44,1,4283,0.2,3426.4
146,84,57,1,846,0.15,719.1
147,85,13,1,34766,0.15,29551.1
148,86,33,2,3307,0.15,5621.9
149,87,55,2,979,0.15,1664.3
150,87,50,1,798,0.15,678.3
151,88,51,1,304,0.0,304.0
152,89,73,1,556,0.0,556.0
153,90,34,1,803,0.0,803.0
154,90,58,1,1070,0.05,1016.5
155,90,84,1,610,0.1,549.0
156,90,78,2,768,0.15,1305.6
157,91,19,2,41782,0.0,83564.0
158,92,15,3,2462,0.05,7016.7
159,93,6,2,41775,0.2,66840.0
160,94,66,1,1256,0.0,1256.0
161,95,6,1,41775,0.1,37597.5
162,95,79,1,995,0.0,995.0
163,95,31,1,2822,0.05,2680.9
164,96,34,1,803,0.05,762.85
165,96,42,3,635,0.05,1809.75
166,97,69,1,3850,0.1,3465.0
167,98,86,1,441,0.15,374.85
168,98,19,1,41782,0.1,37603.8
169,99,44,1,4283,0.2,3426.4
170,99,34,2,803,0.1,1445.4
171,100,84,1,610,0.2,488.0
172,101,86,1,441,0.0,441.0
173,101,2,1,37224,0.0,37224.0
174,101,24,1,1087,0.25,815.25
175,102,48,1,424,0.0,424.0
176,102,11,1,35726,0.05,33939.7
177,103,58,1,1070,0.2,856.0
178,103,67,1,2736,0.0,2736.0
179,104,73,1,556,0.0,556.0
180,104,56,3,613,0.0,1839.0
181,104,10,1,38149,0.15,32426.65
182,105,53,1,559,0.25,419.25
183,105,54,1,1386,0.0,1386.0
184,106,35,1,4996,0.0,4996.0
185,107,11,1,35726,0.1,32153.4
186,108,20,1,821,0.1,738.9
187,108,70,1,3968,0.15,3372.8
188,108,5,1,13447,0.0,13447.0
189,108,50,2,798,0.0,1596.0
190,109,66,1,1256,0.1,1130.4
191,110,6,2,41775,0.0,83550.0
192,110,14,2,28329,0.0,56658.0
193,110,73,2,556,0.0,1112.0
194,111,68,1,2741,0.1,2466.9
195,112,29,1,2027,0.2,1621.6
196,113,9,1,37837,0.25,28377.75
197,114,75,1,825,0.05,783.75
198,115,63,1,205,0.0,205.0
199,116,2,3,37224,0.2,89337.6
200,116,55,1,979,0.05,930.05
201,116,5,1,13447,0.0,13447.0
202,117,73,1,556,0.0,556.0
203,118,56,1,613,0.2,490.4
204,119,75,1,825,0.15,701.25
205,119,1,1,9563,0.0,9563.0
206,119,22,1,1944,0.0,1944.0
207,120,67,2,2736,0.25,4104.0
208,121,61,1,680,0.0,680.0
209,121,76,1,4344,0.0,4344.0
210,121,24,1,1087,0.2,869.6
211,122,63,1,205,0.0,205.0
212,122,41,2,5245,0.25,7867.5
213,122,78,1,768,0.2,614.4
214,122,58,2,1070,0.0,2140.0
215,123,65,2,564,0.15,958.8
216,124,71,2,3039,0.1,5470.2
217,124,52,1,1758,0.05,1670.1
218,125,11,1,35726,0.0,35726.0
219,125,84,1,610,0.1,549.0
220,125,79,1,995,0.15,845.75
221,125,70,2,3968,0.2,6348.8
222,126,40,1,1769,0.0,1769.0
223,126,66,1,1256,0.0,1256.0
224,126,26,1,546,0.0,546.0
225,126,84,1,610,0.2,488.0
226,127,75,1,825,0.05,783.75
227,127,46,2,5521,0.0,11042.0
228,127,72,2,3738,0.0,7476.0
229,128,25,1,2383,0.0,2383.0
230,128,7,1,40516,0.15,34438.6
231,129,30,1,2247,0.0,2247.0
232,130,84,2,610,0.0,1220.0
233,131,77,1,3321,0.0,3321.0
234,132,31,1,2822,0.0,2822.0
235,132,80,2,461,0.25,691.5
236,133,53,1,559,0.15,475.15
237,134,30,3,2247,0.0,6741.0
238,134,34,1,803,0.0,803.0
239,134,26,1,546,0.05,518.7
240,135,52,1,1758,0.2,1406.4
241,136,29,1,2027,0.0,2027.0
242,136,68,1,2741,0.2,2192.8
243,137,40,1,1769,0.25,1326.75
244,137,63,1,205,0.25,153.75
245,137,25,1,2383,0.0,2383.0
246,137,51,2,304,0.0,608.0
247,138,27,2,2689,0.25,4033.5
248,138,24,1,1087,0.05,1032.65
249,139,74,1,745,0.1,670.5
250,140,45,2,4158,0.2,6652.8
251,141,66,2,1256,0.2,2009.6
252,142,85,1,128,0.0,128.0
253,142,45,1,4158,0.15,3534.3
254,143,12,2,44912,0.2,71859.2
255,144,61,1,680,0.05,646.0
256,144,64,1,302,0.0,302.0
257,145,57,1,846,0.15,719.1
258,145,67,1,2736,0.1,2462.4
259,146,32,1,1197,0.15,1017.45
260,147,3,1,43339,0.1,39005.1
261,148,31,2,2822,0.0,5644.0
262,149,60,2,405,0.05,769.5
263,149,37,1,375,0.25,281.25
264,150,69,2,3850,0.25,5775.0
265,151,78,1,768,0.1,691.2
266,152,23,2,2839,0.15,4826.3
267,152,60,1,405,0.2,324.0
268,153,21,1,568,0.0,568.0
269,153,65,2,564,0.2,902.4
270,154,63,2,205,0.0,410.0
271,155,27,1,2689,0.0,2689.0
272,156,68,1,2741,0.15,2329.85
273,157,12,1,44912,0.2,35929.6
274,158,63,1,205,0.0,205.0
275,158,57,1,846,0.0,846.0
276,159,40,1,1769,0.05,1680.55
277,160,39,1,4515,0.2,3612.0
278,160,18,1,4367,0.15,3711.95
279,161,18,2,4367,0.0,8734.0
280,161,62,3,291,0.15,742.05
281,162,24,1,1087,0.0,1087.0
282,163,6,1,41775,0.0,41775.0
283,164,21,1,568,0.25,426.0
284,164,45,1,4158,0.2,3326.4
285,165,34,1,803,0.1,722.7
286,166,30,1,2247,0.15,1909.95
287,167,85,1,128,0.0,128.0
288,168,48,2,424,0.15,720.8
289,169,5,1,13447,0.05,12774.65
290,170,67,1,2736,0.25,2052.0
291,171,59,1,1172,0.1,1054.8
292,172,62,1,291,0.25,218.25
293,173,43,1,865,0.05,821.75
294,173,2,1,37224,0.1,33501.6
295,174,83,1,898,0.15,763.3
296,175,65,2,564,0.2,902.4
297,176,21,1,568,0.0,568.0
298,176,4,2,40207,0.0,80414.0
299,176,19,1,41782,0.0,41782.0
300,176,25,2,2383,0.0,4766.0
301,177,26,2,546,0.15,928.2
302,178,15,1,2462,0.15,2092.7
303,178,75,1,825,0.2,660.0
304,178,43,1,865,0.0,865.0
305,179,24,3,1087,0.2,2608.8
306,179,20,1,821,0.0,821.0
307,179,37,1,375,0.05,356.25
308,180,13,1,34766,0.1,31289.4
309,181,67,1,2736,0.0,2736.0
310,181,28,1,1491,0.25,1118.25
311,182,8,1,38096,0.05,36191.2
312,183,38,1,1108,0.0,1108.0
313,183,32,1,1197,0.15,1017.45
314,183,63,1,205,0.25,153.75
315,184,70,1,3968,0.0,3968.0
316,185,23,1,2839,0.0,2839.0
317,185,6,1,41775,0.25,31331.25
318,185,55,1,979,0.0,979.0
319,186,72,1,3738,0.25,2803.5
320,187,13,1,34766,0.2,27812.8
321,188,60,1,405,0.0,405.0
322,188,67,1,2736,0.0,2736.0
323,189,54,1,1386,0.2,1108.8
324,189,47,1,1019,0.0,1019.0
325,189,5,1,13447,0.1,12102.3
326,190,7,1,40516,0.0,40516.0
327,190,84,1,610,0.25,457.5
328,191,60,2,405,0.0,810.0
329,192,43,2,865,0.0,1730.0
330,192,31,1,2822,0.0,2822.0
331,192,27,1,2689,0.25,2016.75
332,192,79,1,995,0.25,746.25
333,193,34,2,803,0.0,1606.0
334,193,33,2,3307,0.0,6614.0
335,193,57,1,846,0.15,719.1
336,193,83,1,898,0.15,763.3
337,194,12,1,44912,0.15,38175.2
338,194,42,2,635,0.25,952.5
339,195,35,2,4996,0.0,9992.0
340,195,13,1,34766,0.0,34766.0
341,195,47,1,1019,0.2,815.2
342,195,39,1,4515,0.0,4515.0
343,196,75,2,825,0.25,1237.5
344,196,28,3,1491,0.0,4473.0
345,197,75,1,825,0.15,701.25
346,198,20,1,821,0.0,821.0
347,198,31,1,2822,0.0,2822.0
348,198,49,1,1101,0.1,990.9
349,198,77,1,3321,0.0,3321.0
350,199,1,1,9563,0.0,9563.0
351,200,36,1,1992,0.15,1693.2
352,201,46,1,5521,0.0,5521.0
353,202,43,1,865,0.2,692.0
354,202,85,3,128,0.0,384.0
355,203,39,2,4515,0.0,9030.0
356,203,27,1,2689,0.05,2554.55
357,203,59,1,1172,0.2,937.6
358,204,22,1,1944,0.0,1944.0
359,204,11,1,35726,0.2,28580.8
360,204,6,1,41775,0.25,31331.25
361,205,81,1,413,0.0,413.0
362,206,56,1,613,0.1,551.7
363,206,59,1,1172,0.2,937.6
364,207,29,1,2027,0.0,2027.0
365,208,61,1,680,0.15,578.0
366,209,64,1,302,0.0,302.0
367,209,55,1,979,0.25,734.25
368,210,53,3,559,0.0,1677.0
369,211,5,1,13447,0.05,12774.65
370,212,15,1,2462,0.0,2462.0
371,213,51,1,304,0.0,304.0
372,214,74,1,745,0.1,670.5
373,215,67,2,2736,0.25,4104.0
374,216,60,1,405,0.1,364.5
375,216,44,1,4283,0.25,3212.25
376,217,36,1,1992,0.05,1892.4
377,218,34,1,803,0.15,682.55
378,218,69,1,3850,0.0,3850.0
379,219,50,1,798,0.0,798.0
380,219,12,1,44912,0.1,40420.8
381,219,60,1,405,0.15,344.25
382,219,78,1,768,0.15,652.8
383,220,83,1,898,0.0,898.0
384,220,36,1,1992,0.25,1494.0
385,221,43,3,865,0.0,2595.0
386,222,39,1,4515,0.0,4515.0
387,222,42,2,635,0.15,1079.5
388,223,55,1,979,0.1,881.1
389,223,67,1,2736,0.1,2462.4
390,224,48,1,424,0.0,424.0
391,225,60,1,405,0.0,405.0
392,226,40,1,1769,0.0,1769.0
393,227,82,1,541,0.0,541.0
394,228,85,2,128,0.1,230.4
395,229,20,1,821,0.1,738.9
396,230,60,1,405,0.05,384.75
397,231,22,2,1944,0.0,3888.0
398,231,71,1,3039,0.0,3039.0
399,232,31,1,2822,0.25,2116.5
400,232,3,2,43339,0.1,78010.2
401,233,50,1,798,0.05,758.1
402,234,54,1,1386,0.25,1039.5
403,234,81,1,413,0.2,330.4
404,235,40,2,1769,0.15,3007.3
405,236,13,1,34766,0.2,27812.8
406,237,48,1,424,0.25,318.0
407,238,85,3,128,0.0,384.0
408,238,40,1,1769,0.25,1326.75
409,238,15,1,2462,0.0,2462.0
410,239,74,2,745,0.05,1415.5
411,240,42,1,635,0.1,571.5
412,240,74,1,745,0.0,745.0
413,241,14,1,28329,0.05,26912.55
414,242,44,1,4283,0.25,3212.25
415,243,61,3,680,0.0,2040.0
416,244,22,1,1944,0.0,1944.0
417,245,63,1,205,0.15,174.25
418,246,55,1,979,0.2,783.2
419,246,48,2,424,0.0,848.0
420,247,20,1,821,0.2,656.8
421,247,9,1,37837,0.1,34053.3
422,247,27,1,2689,0.2,2151.2
423,247,21,1,568,0.05,539.6
424,248,50,1,798,0.1,718.2
425,249,51,1,304,0.0,304.0
426,250,5,1,13447,0.0,13447.0
427,250,73,1,556,0.25,417.0
428,250,33,1,3307,0.15,2810.95
429,251,63,1,205,0.0,205.0
430,251,21,1,568,0.1,511.2
431,252,5,1,13447,0.0,13447.0
432,253,20,1,821,0.05,779.95
433,254,64,1,302,0.0,302.0
434,254,33,1,3307,0.15,2810.95
435,254,62,1,291,0.25,218.25
436,255,33,1,3307,0.2,2645.6
437,255,29,2,2027,0.0,4054.0
438,256,68,1,2741,0.25,2055.75
439,257,6,1,41775,0.05,39686.25
440,257,39,2,4515,0.15,7675.5
441,257,22,2,1944,0.2,3110.4
442,258,59,2,1172,0.05,2226.8
443,259,40,1,1769,0.0,1769.0
444,260,72,1,3738,0.05,3551.1
445,261,24,1,1087,0.2,869.6
446,262,29,1,2027,0.25,1520.25
447,262,31,2,2822,0.05,5361.8
448,263,44,1,4283,0.1,3854.7
449,263,68,1,2741,0.0,2741.0
450,264,82,1,541,0.0,541.0
451,264,77,2,3321,0.0,6642.0
452,264,9,1,37837,0.2,30269.6
453,265,36,1,1992,0.0,1992.0
454,265,57,3,846,0.0,2538.0
455,265,31,1,2822,0.2,2257.6
456,266,12,1,44912,0.15,38175.2
457,267,23,1,2839,0.2,2271.2
458,267,24,1,1087,0.25,815.25
459,267,20,1,821,0.0,821.0
460,268,26,1,546,0.25,409.5
461,268,5,1,13447,0.1,12102.3
462,269,1,1,9563,0.2,7650.4
463,270,14,2,28329,0.05,53825.1
464,271,42,1,635,0.25,476.25
465,272,45,2,4158,0.1,7484.4
466,272,78,1,768,0.05,729.6
467,273,16,2,22376,0.0,44752.0
468,274,2,1,37224,0.25,27918.0
469,275,67,1,2736,0.0,2736.0
470,276,32,1,1197,0.1,1077.3
471,277,30,1,2247,0.0,2247.0
472,277,68,2,2741,0.0,5482.0
473,278,69,1,3850,0.0,3850.0
474,279,66,1,1256,0.0,1256.0
475,279,6,1,41775,0.25,31331.25
476,279,22,1,1944,0.05,1846.8
477,280,39,1,4515,0.25,3386.25
478,280,70,1,3968,0.0,3968.0
479,281,45,1,4158,0.25,3118.5
480,281,1,1,9563,0.05,9084.85
481,282,56,1,613,0.15,521.05
482,283,26,2,546,0.2,873.6
483,283,35,1,4996,0.0,4996.0
484,283,79,1,995,0.05,945.25
485,284,40,1,1769,0.25,1326.75
486,285,5,2,13447,0.1,24204.6
487,286,43,1,865,0.15,735.25
488,286,83,1,898,0.0,898.0
489,287,26,1,546,0.05,518.7
490,287,60,1,405,0.05,384.75
491,288,61,1,680,0.05,646.0
492,289,37,1,375,0.1,337.5
493,290,35,2,4996,0.2,7993.6
494,291,8,1,38096,0.0,38096.0
495,291,9,1,37837,0.0,37837.0
496,292,4,1,40207,0.1,36186.3
497,293,68,1,2741,0.05,2603.95
498,294,66,1,1256,0.0,1256.0
499,295,42,1,635,0.05,603.25
500,295,19,1,41782,0.25,31336.5
501,296,6,1,41775,0.25,31331.25
502,297,47,1,1019,0.05,968.05
503,298,22,1,1944,0.2,1555.2
504,299,3,1,43339,0.05,41172.05
505,300,60,1,405,0.0,405.0
506,300,43,1,865,0.0,865.0
507,301,53,2,559,0.0,1118.0
508,302,53,1,559,0.2,447.2
509,303,28,2,1491,0.1,2683.8
510,303,59,1,1172,0.15,996.2
511,304,86,1,441,0.1,396.9
512,304,7,1,40516,0.05,38490.2
513,305,30,1,2247,0.0,2247.0
514,306,81,1,413,0.15,351.05
515,306,72,1,3738,0.25,2803.5
516,307,73,1,556,0.05,528.2
517,308,16,1,22376,0.1,20138.4
518,308,83,1,898,0.05,853.1
519,309,69,1,3850,0.2,3080.0
520,310,63,1,205,0.05,194.75
521,311,69,1,3850,0.25,2887.5
522,311,39,1,4515,0.25,3386.25
523,311,22,1,1944,0.0,1944.0
524,312,43,1,865,0.0,865.0
525,312,73,2,556,0.05,1056.4
526,312,61,3,680,0.1,1836.0
527,313,76,1,4344,0.2,3475.2
528,313,42,1,635,0.0,635.0
529,314,68,1,2741,0.05,2603.95
530,315,47,1,1019,0.05,968.05
531,316,19,1,41782,0.0,41782.0
532,316,30,1,2247,0.0,2247.0
533,316,85,1,128,0.25,96.0
534,317,62,2,291,0.25,436.5
535,317,79,3,995,0.25,2238.75
536,317,23,1,2839,0.25,2129.25
537,317,61,1,680,0.0,680.0
538,318,20,2,821,0.0,1642.0
539,318,15,1,2462,0.0,2462.0
540,319,17,1,2374,0.05,2255.3
541,319,83,1,898,0.0,898.0
542,319,79,1,995,0.15,845.75
543,320,59,1,1172,0.05,1113.4
544,320,56,2,613,0.0,1226.0
545,321,10,1,38149,0.0,38149.0
546,321,74,1,745,0.15,633.25
547,322,61,1,680,0.0,680.0
548,322,56,1,613,0.0,613.0
549,322,69,1,3850,0.0,3850.0
550,323,5,1,13447,0.05,12774.65
551,324,75,1,825,0.2,660.0
552,324,20,1,821,0.0,821.0
553,325,38,1,1108,0.1,997.2
554,326,59,1,1172,0.25,879.0
555,327,70,1,3968,0.15,3372.8
556,328,13,1,34766,0.05,33027.7
557,328,7,1,40516,0.25,30387.0
558,329,55,1,979,0.15,832.15
559,330,31,1,2822,0.0,2822.0
560,331,79,1,995,0.0,995.0
561,332,28,1,1491,0.2,1192.8
562,332,69,1,3850,0.25,2887.5
563,333,60,3,405,0.05,1154.25
564,334,81,1,413,0.0,413.0
565,335,51,3,304,0.1,820.8
566,335,53,2,559,0.0,1118.0
567,335,21,2,568,0.25,852.0
568,335,61,1,680,0.25,510.0
569,336,33,1,3307,0.05,3141.65
570,337,71,1,3039,0.0,3039.0
571,337,37,1,375,0.25,281.25
572,338,18,2,4367,0.05,8297.3
573,338,46,2,5521,0.0,11042.0
574,339,76,1,4344,0.2,3475.2
575,340,54,1,1386,0.05,1316.7
576,340,72,2,3738,0.0,7476.0
577,341,76,2,4344,0.05,8253.6
578,341,75,1,825,0.05,783.75
579,342,69,1,3850,0.1,3465.0
580,343,66,2,1256,0.25,1884.0
581,343,41,2,5245,0.15,8916.5
582,344,62,1,291,0.25,218.25
583,345,10,2,38149,0.25,57223.5
584,346,9,1,37837,0.0,37837.0
585,346,69,3,3850,0.2,9240.0
586,346,51,2,304,0.0,608.0
587,346,46,1,5521,0.15,4692.85
588,347,86,1,441,0.1,396.9
589,348,52,1,1758,0.2,1406.4
590,348,21,1,568,0.1,511.2
591,349,34,1,803,0.0,803.0
592,350,82,1,541,0.0,541.0
593,351,55,2,979,0.25,1468.5
594,352,78,2,768,0.0,1536.0
595,352,44,1,4283,0.0,4283.0
596,353,73,1,556,0.0,556.0
597,354,53,2,559,0.0,1118.0
598,355,20,1,821,0.0,821.0
599,356,54,1,1386,0.2,1108.8
600,357,22,1,1944,0.15,1652.4
601,358,15,1,2462,0.15,2092.7
602,358,52,1,1758,0.25,1318.5
603,359,85,1,128,0.25,96.0
604,360,21,3,568,0.25,1278.0
605,360,9,1,37837,0.15,32161.45
606,360,40,1,1769,0.15,1503.65
607,361,69,1,3850,0.15,3272.5
608,361,25,1,2383,0.2,1906.4
609,362,72,1,3738,0.0,3738.0
610,363,51,2,304,0.2,486.4
611,363,35,1,4996,0.15,4246.6
612,363,17,2,2374,0.2,3798.4
613,364,20,1,821,0.15,697.85
614,364,83,1,898,0.2,718.4
615,365,20,1,821,0.0,821.0
616,365,1,1,9563,0.15,8128.55
617,365,55,2,979,0.0,1958.0
618,366,27,1,2689,0.0,2689.0
619,366,22,1,1944,0.2,1555.2
620,367,82,3,541,0.0,1623.0
621,367,62,1,291,0.2,232.8
622,368,43,1,865,0.25,648.75
623,368,69,2,3850,0.05,7315.0
624,369,29,1,2027,0.25,1520.25
625,370,73,1,556,0.0,556.0
626,370,45,1,4158,0.0,4158.0
627,371,43,1,865,0.2,692.0
628,372,65,1,564,0.0,564.0
629,372,8,1,38096,0.0,38096.0
630,373,8,1,38096,0.25,28572.0
631,373,44,1,4283,0.0,4283.0
632,374,71,1,3039,0.0,3039.0
633,375,22,2,1944,0.25,2916.0
634,376,34,1,803,0.1,722.7
635,377,83,1,898,0.15,763.3
636,378,54,1,1386,0.0,1386.0
637,379,50,1,798,0.0,798.0
638,380,73,1,556,0.15,472.6
639,380,11,1,35726,0.15,30367.1
640,381,29,1,2027,0.2,1621.6
641,382,28,2,1491,0.0,2982.0
642,383,54,2,1386,0.05,2633.4
643,383,1,1,9563,0.15,8128.55
644,383,61,1,680,0.2,544.0
645,384,62,1,291,0.0,291.0
646,385,77,1,3321,0.05,3154.95
647,385,25,1,2383,0.25,1787.25
648,386,38,2,1108,0.0,2216.0
649,387,86,1,441,0.0,441.0
650,387,62,1,291,0.0,291.0
651,388,2,1,37224,0.25,27918.0
652,389,17,1,2374,0.25,1780.5
653,390,80,1,461,0.1,414.9
654,391,47,1,1019,0.25,764.25
655,391,59,1,1172,0.0,1172.0
656,392,71,1,3039,0.1,2735.1
657,393,52,1,1758,0.05,1670.1
658,394,37,1,375,0.05,356.25
659,395,60,2,405,0.0,810.0
660,395,70,1,3968,0.25,2976.0
661,396,75,2,825,0.1,1485.0
662,397,85,1,128,0.2,102.4
663,398,83,1,898,0.1,808.2
664,399,57,1,846,0.2,676.8
665,400,58,1,1070,0.0,1070.0
666,401,44,3,4283,0.25,9636.75
667,402,2,1,37224,0.25,27918.0
668,403,85,1,128,0.0,128.0
669,403,74,2,745,0.1,1341.0
670,403,59,1,1172,0.0,1172.0
671,403,73,1,556,0.15,472.6
672,404,59,1,1172,0.0,1172.0
673,405,63,1,205,0.15,174.25
674,406,66,1,1256,0.25,942.0
675,406,85,2,128,0.0,256.0
676,407,53,1,559,0.25,419.25
677,407,82,1,541,0.15,459.85
678,407,10,1,38149,0.0,38149.0
679,408,26,2,546,0.05,1037.4
680,409,43,1,865,0.15,735.25
681,409,38,1,1108,0.15,941.8
682,409,12,1,44912,0.2,35929.6
683,409,6,2,41775,0.2,66840.0
684,410,68,1,2741,0.1,2466.9
685,411,64,2,302,0.0,604.0
686,411,77,1,3321,0.0,3321.0
687,412,45,1,4158,0.0,4158.0
688,412,33,1,3307,0.0,3307.0
689,412,60,1,405,0.15,344.25
690,413,81,2,413,0.15,702.1
691,414,24,2,1087,0.05,2065.3
692,414,48,1,424,0.25,318.0
693,414,35,1,4996,0.05,4746.2
694,415,13,1,34766,0.05,33027.7
695,415,31,1,2822,0.25,2116.5
696,416,63,1,205,0.1,184.5
697,416,56,1,613,0.25,459.75
698,417,49,2,1101,0.2,1761.6
699,417,36,2,1992,0.1,3585.6
700,417,2,1,37224,0.0,37224.0
701,418,48,2,424,0.0,848.0
702,419,85,1,128,0.05,121.6
703,420,77,1,3321,0.0,3321.0
704,421,48,2,424,0.1,763.2
705,421,80,1,461,0.0,461.0
706,422,62,1,291,0.2,232.8
707,422,25,2,2383,0.0,4766.0
708,422,8,1,38096,0.0,38096.0
709,423,7,3,40516,0.25,91161.0
710,424,56,1,613,0.0,613.0
711,424,76,1,4344,0.05,4126.8
712,425,31,1,2822,0.2,2257.6
713,426,1,1,9563,0.25,7172.25
714,427,13,2,34766,0.0,69532.0
715,427,41,1,5245,0.2,4196.0
716,428,17,1,2374,0.15,2017.9
717,428,20,1,821,0.25,615.75
718,429,45,1,4158,0.1,3742.2
719,429,73,1,556,0.0,556.0
720,429,4,1,40207,0.15,34175.95
721,429,40,1,1769,0.0,1769.0
722,430,67,2,2736,0.1,4924.8
723,431,75,1,825,0.0,825.0
724,432,53,1,559,0.0,559.0
725,432,36,1,1992,0.05,1892.4
726,432,7,1,40516,0.05,38490.2
